Geneid,ACC1,ACC2,ACC3,ACC4,ACC5,ACC6,ACC7,ACC8,ACV1,ACV2,ACV3,ACV4,ACV5,ACV6,ACV7,ACV8,AVV10,AVV3,AVV4,AVV5,AVV6,AVV7,AVV8,AVV9
AlixG040456,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG040455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG040435,4,0,3,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1
AlixG040436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG040437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG040448,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG040449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG040454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG040457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG040468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG040451,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG040459,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
AlixG040463,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AlixG040464,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AlixG040465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG040466,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AlixG040460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
AlixG040461,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG040462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0
AlixG040557,5462,3708,802,2685,3465,2458,796,319,1136,3851,1475,2297,1915,3872,945,1899,913,1683,1978,2503,1551,1575,1527,2058
AlixG040544,2638,4282,1497,4633,39171,2095,5631,493,2241,929,742,6569,1982,3072,2042,1465,255,1021,1784,1078,1213,2662,781,1050
AlixG040536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
AlixG040552,0,0,4,171,117,0,3,23,299,0,170,1,0,0,0,0,315,0,60,2,122,7,0,0
AlixG040561,459,262,584,562,503,162,331,257,1354,652,980,807,839,978,1465,680,799,884,660,1002,1010,1384,879,1176
AlixG040553,0,2,1,2,0,0,0,0,0,0,0,2,0,5,16,6,5,0,9,0,3,4,33,8
AlixG040556,0,10,8,380,105,0,6,12,577,0,693,10,0,12,0,0,434,4,230,0,218,0,2,0
AlixG040548,478,1042,2,13,36,702,14,3,38,436,1,50,43,31,24,3575,7,507,67,1250,23,46,12,433
AlixG040551,8,0,8,4,555,0,0,2,6,4,9,9,0,0,1149,5,94,1,0,2,27,59,31,47
AlixG040563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG040549,0,8,2,0,21,0,0,0,0,3,0,5,0,0,2,0,0,6,10,2,2,0,1,0
AlixG040543,0,5,0,0,2,1,1,6,0,0,6,1,0,4,0,0,0,0,0,9,0,0,0,0
AlixG040538,14989,18221,2405,3328,1206,13161,928,1491,2660,29264,1920,1960,4964,6767,4270,13739,1481,11931,3864,14572,1886,4949,2828,6654
AlixG040542,3616,3883,1159,3363,3290,1678,1396,1111,2865,2557,2445,5118,2667,2851,4072,2483,3277,2893,3026,1666,3302,4098,3275,3149
AlixG040541,1105,1217,173,237,30,688,18,75,147,1784,104,139,293,551,355,625,101,845,280,649,136,274,231,348
AlixG040540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG040545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG040546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG040547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG040550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
AlixG040558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG040559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG040560,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG040562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG040564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG040565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG040537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG040539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG040554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG040555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG040532,4044,5097,558,1444,1511,3295,194,253,2111,4977,1052,869,813,537,1204,3810,1232,3911,1918,3621,2516,2507,2996,4050
AlixG040533,4,5,2,0,10,0,6,0,4,13,6,0,0,0,7,0,0,4,8,2,3,3,1,8
AlixG040517,81,81,10,4,30,52,6,2,8,59,12,6,11,19,5,22,35,39,30,39,29,19,73,30
AlixG040534,1,0,0,0,0,0,0,0,0,19,0,0,3,3,0,0,1,0,4,1,0,0,3,2
AlixG040499,3749,3215,2553,3382,1716,774,2270,1436,4777,3872,3532,4119,4936,11553,3481,2707,1480,7523,7831,7936,4546,9112,8803,6977
AlixG040530,141,24,49,164,131,9,7,9,246,61,35,41,60,36,36,53,42,156,68,162,171,240,244,236
AlixG040507,190,284,3,91,89,76,1,10,287,525,227,39,12,4,61,411,581,459,235,105,139,15,2,239
AlixG040496,0,9,0,0,4,0,0,0,4,0,1,0,0,1,0,0,0,2,0,3,1,4,3,1
AlixG040498,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0
AlixG040497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG040508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG040509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG040502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG040503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG040504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG040505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG040506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG040511,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,1,0
AlixG040512,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0
AlixG040513,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG040514,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
AlixG040515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
AlixG040516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
AlixG040519,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG040520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0
AlixG040524,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
AlixG040526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG040527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG040528,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
AlixG040529,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG040510,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,34,0,3,1,6,0,0,0,5
AlixG040518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,2,0
AlixG040521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AlixG040522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0
AlixG040523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG040525,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AlixG040531,0,0,0,0,0,0,0,0,7,6,0,0,1,0,0,9,0,0,1,4,0,6,9,6
AlixG040535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041458,1,0,3,205,81,0,2,11,344,3,323,2,0,2,0,1,214,8,85,0,76,0,0,0
AlixG041460,29,24,36,23,74,7,7,14,148,43,162,20,101,81,34,70,240,349,188,98,81,109,152,143
AlixG041444,2651,2298,513,960,1029,1646,462,173,783,2261,609,797,1034,679,1031,1266,1320,2164,655,2327,1278,1541,1285,2645
AlixG041455,487,563,310,13708,11726,114,231,1608,24810,661,23930,481,80,152,381,333,23774,238,10330,223,7491,137,255,179
AlixG041448,25,45,1,33,6,63,8,6,9,33,47,0,17,11,18,32,4,27,3,9,7,3,8,2
AlixG041440,12,3,6,17,4,0,0,0,5,6,5,1,9,11,3,17,2,20,7,3,11,159,1,9
AlixG041462,1530,1156,818,579,732,724,405,241,969,1179,703,544,1806,2254,1644,999,1051,1532,1204,1722,979,2030,1812,1836
AlixG041447,129968,56082,85276,203566,91072,69631,47411,69894,106506,90977,110994,209880,145037,190878,159342,135524,54210,137290,150148,158094,196205,191642,120696,189444
AlixG041449,420,149,228,348,791,94,121,236,1533,329,1018,231,336,656,589,521,956,589,1264,1071,1453,1168,1607,782
AlixG041452,441,715,163,261,317,226,189,81,404,566,296,370,443,549,412,260,370,488,455,546,411,506,370,461
AlixG041451,139,51,125,200,203,47,26,76,422,147,569,64,39,198,318,203,575,194,371,229,496,361,186,290
AlixG041438,21534,16002,12574,5614,30555,1283,5205,3545,23834,12299,18133,5701,21859,26757,17588,7260,11195,73892,18932,38714,25342,73089,47101,37388
AlixG041442,1570,2330,1485,1036,959,2552,224,505,2466,2573,2128,1137,1758,3416,2425,2304,2188,3550,2543,2070,2090,3226,2740,3714
AlixG041450,2,0,9,1,2,1,0,1,1,13,0,0,0,1,2,0,25,1,20,22,18,0,0,38
AlixG041441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041453,0,4,0,0,0,0,2,0,0,0,0,0,0,5,0,0,4,0,0,0,0,1,1,0
AlixG041456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0
AlixG041461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041439,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041411,852,1199,237,411,788,390,324,493,1069,726,527,108,1354,1160,797,948,373,1484,655,855,467,982,1408,1123
AlixG041389,233,130,14,53,79,36,18,52,37,53,66,36,81,39,25,53,26,98,76,88,171,67,108,162
AlixG041374,2,6,0,17,23,1,1,0,2,0,3,1,2,4,2,1,1,2,10,3,0,7,1,1
AlixG041377,732,1355,176,297,277,673,114,104,593,1704,663,229,475,403,275,390,573,801,283,644,359,432,299,597
AlixG041373,23098,16646,15355,47657,52248,10536,15640,8086,27631,27525,30749,69454,26423,27714,56614,29866,24065,35230,35928,41234,32391,39868,27491,27143
AlixG041390,378,457,0,190,51,56,45,20,25,6,13,173,48,44,2,0,4,38,27,8,0,0,12,10
AlixG041399,0,0,0,0,0,6,0,0,2,0,0,0,0,2,6,0,1,0,0,0,2,0,1,3
AlixG041412,2,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AlixG041381,214,162,39,57,89,246,17,45,153,208,124,98,281,94,132,53,126,71,145,158,74,56,285,127
AlixG041401,413,234,147,403,405,27,54,115,659,260,910,88,568,430,293,192,1059,570,396,337,483,454,286,637
AlixG041406,162,96,85,158,211,7,42,70,365,105,397,78,164,234,99,81,555,237,184,163,189,222,181,202
AlixG041387,23,0,80,21,41,22,34,11,46,32,49,70,150,40,97,29,92,68,390,197,160,100,291,68
AlixG041393,2670,2923,451,350,852,373,293,274,1267,1435,789,904,1172,1206,753,1592,578,1857,878,1891,724,1535,1301,1589
AlixG041371,212,309,152,169,131,140,45,68,348,203,188,87,250,310,203,188,288,171,473,262,330,375,281,346
AlixG041398,284,198,80,46,107,100,43,31,162,139,79,97,69,132,57,146,67,126,86,201,90,174,138,200
AlixG041391,8332,10358,592,3551,2238,277,1112,2214,1615,639,1965,3990,4796,1251,1024,1361,482,2025,936,1052,631,1738,1402,976
AlixG041410,37521,27042,20773,83932,80729,19771,20764,20480,44986,32606,80507,109966,44588,45763,61140,48823,48457,48674,90664,58068,69465,66938,41094,46288
AlixG041386,103,69,413,197,335,120,318,18,564,235,364,279,947,214,230,204,265,611,2161,898,987,733,2316,464
AlixG041408,136,57,98,112,87,27,17,61,218,138,152,73,364,232,156,164,256,169,153,184,195,273,216,141
AlixG041407,734,644,582,408,231,255,127,296,597,639,373,1374,604,762,672,1189,352,1654,815,1573,776,770,782,780
AlixG041372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041380,1,0,0,0,0,0,0,0,1,3,0,4,5,0,1,2,0,0,1,2,0,0,7,0
AlixG041383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AlixG041397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041530,92,11,103,61,28,19,25,52,92,129,95,107,147,63,164,76,122,81,143,68,611,114,157,233
AlixG041529,6,40,1,0,41,0,7,29,0,3,65,0,55,0,203,27,84,9,27,2,509,2,3,195
AlixG041525,9,63,10,10,114,1,32,98,0,2,189,2,141,25,421,22,171,24,1,6,1188,5,2,685
AlixG041520,419,422,117,229,114,398,77,127,533,322,343,344,432,161,239,310,264,250,407,382,433,474,210,281
AlixG041549,423,174,317,173,199,93,27,65,432,290,205,218,324,421,286,444,230,435,230,615,259,281,277,527
AlixG041533,608,172,1187,360,2605,103,77,141,1063,410,919,114,989,1143,18341,2805,39057,7678,1897,529,17156,13580,10677,14313
AlixG041550,1113,1017,636,542,608,1125,166,296,1048,949,1098,625,947,813,1417,1479,1205,854,1026,1256,1181,1362,691,978
AlixG041540,1,2,156,14,99,3,0,0,9,4,43,0,7,6,1577,69,4967,611,34,1,1329,660,1197,1548
AlixG041551,1467,477,45,77,110,829,333,38,195,617,245,37,77,202,74,393,491,682,292,510,261,91,182,599
AlixG041547,835,1540,29,2112,2229,1285,16,323,2492,568,5537,82,59,16,312,431,3433,823,1217,650,1290,100,160,416
AlixG041543,0,0,23,0,11,0,0,0,0,0,0,0,0,4,500,0,1514,139,6,0,362,193,195,376
AlixG041539,0,0,67,21,66,13,4,0,0,0,12,0,3,0,1405,15,3388,566,30,1,1069,726,887,1254
AlixG041544,0,0,0,0,5,0,0,0,0,0,95,0,0,0,12,0,4,0,0,0,1,1,0,0
AlixG041552,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AlixG041518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041528,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AlixG041531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041532,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
AlixG041534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041538,0,0,0,2,0,4,2,3,1,0,3,0,0,6,0,0,0,0,1,1,0,0,0,0
AlixG041541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041542,0,0,5,0,0,0,0,0,1,0,0,0,0,0,85,0,249,0,2,0,102,17,16,12
AlixG041548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041555,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,11,10
AlixG041521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041524,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
AlixG041545,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
AlixG041546,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0
AlixG040422,4784,63,6782,5118,2459,20,264,286,1253,677,684,29412,1781,4949,3681,3509,809,501,1404,1236,10934,18978,2243,2712
AlixG040428,2061,1210,1498,881,591,871,380,455,1635,2085,1475,594,2678,3080,2850,1772,1214,2288,1427,2305,1402,2426,2227,3269
AlixG040414,0,5,0,0,1,0,0,0,0,0,14,0,0,4,0,0,0,0,1,6,8,0,6,0
AlixG040415,2,8,2,0,9,1,2,0,0,4,0,0,2,12,0,0,6,8,0,2,2,6,28,2
AlixG040416,3,0,0,0,17,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
AlixG040420,8,18,70,23,266,4,23,4,11,4,39,18,18,8,706,128,319,60,129,18,84,189,224,234
AlixG040426,7460,8227,3831,3925,14171,4019,1219,2633,15163,10690,6971,4044,8556,6145,6517,6007,8025,12843,9735,10170,6831,13719,16719,15159
AlixG040431,106,57,77,79,678,19,14,32,491,162,104,122,91,28,48,36,69,200,112,278,131,192,320,172
AlixG040430,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,2,2,0,0,12,0,0,0,4
AlixG040418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG040417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG040424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG040423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG040425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG040427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
AlixG040432,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0
AlixG040433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG040419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG040421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG040429,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
AlixG041106,75,63,9,27,56,86,13,19,68,135,137,26,54,50,43,50,55,49,70,71,74,58,51,100
AlixG041111,164,196,2,9,73,2,6,31,264,228,46,25,62,141,56,235,37,419,28,33,73,107,219,194
AlixG041131,425,223,240,909,256,231,55,151,559,332,671,485,851,695,588,416,312,479,672,694,951,629,399,536
AlixG041121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
AlixG041123,0,0,0,0,5,0,0,0,0,3,0,0,3,6,4,4,2,24,0,0,1,0,28,0
AlixG041114,325,711,7,2,3,127,3,4,29,257,17,21,59,0,37,194,10,151,5,119,79,88,0,20
AlixG041115,5,0,0,0,5,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0
AlixG041137,50,28,10,16,14,3,5,8,30,35,24,6,70,77,45,36,23,59,47,39,22,43,76,52
AlixG041109,32,2,24,17,23,0,4,11,11,12,46,11,23,5,1,0,17,10,12,0,50,42,19,34
AlixG041122,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
AlixG041132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AlixG041116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041118,0,0,2,0,0,1,1,1,2,0,13,0,0,1,1,0,0,0,3,0,5,2,0,3
AlixG041119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041130,0,0,0,0,30,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,18,0,0
AlixG041110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
AlixG041112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG041135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
